DATE,INDPRO
1919-01-01,4.8185333333333333
1919-04-01,4.8555000000000000
1919-07-01,5.3908666666666667
1919-10-01,5.2616000000000000
1920-01-01,5.7508666666666667
1920-04-01,5.4832000000000000
1920-07-01,5.3816333333333333
1920-10-01,4.6708666666666667
1921-01-01,4.0062333333333333
1921-04-01,3.9693333333333333
1921-07-01,4.0616000000000000
1921-10-01,4.3293333333333333
1922-01-01,4.6708333333333333
1922-04-01,4.9847000000000000
1922-07-01,5.2524000000000000
1922-10-01,5.9262333333333333
1923-01-01,6.1016333333333333
1923-04-01,6.4339333333333333
1923-07-01,6.2493333333333333
1923-10-01,6.0462333333333333
1924-01-01,6.1293333333333333
1924-04-01,5.6493333333333333
1924-07-01,5.5108666666666667
1924-10-01,5.9724333333333333
1925-01-01,6.3140000000000000
1925-04-01,6.3324000000000000
1925-07-01,6.3508666666666667
1925-10-01,6.6278000000000000
1926-01-01,6.6463000000000000
1926-04-01,6.6924333333333333
1926-07-01,6.8493333333333333
1926-10-01,6.9232000000000000
1927-01-01,6.9324333333333333
1927-04-01,6.8678000000000000
1927-07-01,6.7478000000000000
1927-10-01,6.5447333333333333
1928-01-01,6.7570333333333333
1928-04-01,6.8585666666666667
1928-07-01,7.1170333333333333
1928-10-01,7.4770333333333333
1929-01-01,7.7170666666666667
1929-04-01,7.9755333333333333
1929-07-01,8.0955333333333333
1929-10-01,7.5231666666666667
1930-01-01,7.1170333333333333
1930-04-01,6.8401333333333333
1930-07-01,6.2401000000000000
1930-10-01,5.8154666666666667
1931-01-01,5.7047000000000000
1931-04-01,5.7139333333333333
1931-07-01,5.2985666666666667
1931-10-01,4.8277333333333333
1932-01-01,4.5600666666666667
1932-04-01,4.0431333333333333
1932-07-01,3.9508333333333333
1932-10-01,4.2647000000000000
1933-01-01,4.0616000000000000
1933-04-01,4.8923666666666667
1933-07-01,5.8709000000000000
1933-10-01,5.0954666666666667
1934-01-01,5.4277666666666667
1934-04-01,5.7139333333333333
1934-07-01,5.1508333333333333
1934-10-01,5.2985666666666667
1935-01-01,6.0462333333333333
1935-04-01,5.9816000000000000
1935-07-01,6.2401000000000000
1935-10-01,6.7385666666666667
1936-01-01,6.6462666666666667
1936-04-01,7.2001333333333333
1936-07-01,7.5970333333333333
1936-10-01,8.0678333333333333
1937-01-01,8.4186000000000000
1937-04-01,8.5663333333333333
1937-07-01,8.4278666666666667
1937-10-01,6.9139666666666667
1938-01-01,6.0831666666666667
1938-04-01,5.8801000000000000
1938-07-01,6.4893333333333333
1938-10-01,7.1078000000000000
1939-01-01,7.3016666666666667
1939-04-01,7.3478333333333333
1939-07-01,7.9017000000000000
1939-10-01,8.8155333333333333
1940-01-01,8.5293666666666667
1940-04-01,8.7324666666666667
1940-07-01,9.2124666666666667
1940-10-01,9.7571000000000000
1941-01-01,10.6155333333333333
1941-04-01,11.3263333333333333
1941-07-01,11.7786666666666667
1941-10-01,12.0371333333333333
1942-01-01,12.6279333333333333
1942-04-01,12.4617666666666667
1942-07-01,13.1541000000000000
1942-10-01,14.2618000000000000
1943-01-01,15.0279666666666667
1943-04-01,15.4710333333333333
1943-07-01,16.2833666666666667
1943-10-01,16.9941333333333333
1944-01-01,17.1972000000000000
1944-04-01,17.1326333333333333
1944-07-01,17.1418333333333333
1944-10-01,17.0864666666666667
1945-01-01,16.7633333333333333
1945-04-01,15.9510333333333333
1945-07-01,13.7449000000000000
1945-10-01,12.2217666666666667
1946-01-01,11.7140333333333333
1946-04-01,12.0187000000000000
1946-07-01,13.1633000000000000
1946-10-01,13.8187000000000000
1947-01-01,14.1510000000000000
1947-04-01,14.1602333333333333
1947-07-01,14.1879333333333333
1947-10-01,14.5756333333333333
1948-01-01,14.7233666666666667
1948-04-01,14.8802666666666667
1948-07-01,15.0187333333333333
1948-10-01,14.8618000000000000
1949-01-01,14.3818000000000000
1949-04-01,13.9294666666666667
1949-07-01,13.9571666666666667
1949-10-01,13.8925666666666667
1950-01-01,14.6217666666666667
1950-04-01,15.8495333333333333
1950-07-01,17.1233666666666667
1950-10-01,17.4187666666666667
1951-01-01,17.7695333333333333
1951-04-01,17.8249333333333333
1951-07-01,17.4003000000000000
1951-10-01,17.5203000000000000
1952-01-01,17.9264333333333333
1952-04-01,17.6679666666666667
1952-07-01,18.1849000000000000
1952-10-01,19.4865000000000000
1953-01-01,19.8741666666666667
1953-04-01,20.1511000000000000
1953-07-01,20.1695666666666667
1953-10-01,19.2188000000000000
1954-01-01,18.6095333333333333
1954-04-01,18.5357333333333333
1954-07-01,18.6279666666666667
1954-10-01,19.1449333333333333
1955-01-01,20.1788000000000000
1955-04-01,21.0557666666666667
1955-07-01,21.3788000000000000
1955-10-01,21.8865333333333333
1956-01-01,21.9696000000000000
1956-04-01,21.8773333333333333
1956-07-01,21.7573000000000000
1956-10-01,22.5511666666666667
1957-01-01,22.7635000000000000
1957-04-01,22.4773333333333333
1957-07-01,22.5604000000000000
1957-10-01,21.6096000000000000
1958-01-01,20.3911333333333333
1958-04-01,20.0496000000000000
1958-07-01,21.1111333333333333
1958-10-01,22.0619333333333333
1959-01-01,23.0311666666666667
1959-04-01,24.1481333333333333
1959-07-01,23.1604000000000000
1959-10-01,23.2712000000000000
1960-01-01,24.6743000000000000
1960-04-01,24.1389000000000000
1960-07-01,23.7419666666666667
1960-10-01,23.1696666666666667
1961-01-01,22.8189000000000000
1961-04-01,23.7234666666666667
1961-07-01,24.4804333333333333
1961-10-01,25.3389000000000000
1962-01-01,25.7174000000000000
1962-04-01,25.9666000000000000
